seq,anomaly_score,decision
0,0.000000,ALLOW
1,0.000000,ALLOW
2,0.000000,ALLOW
3,2.000000,ALLOW
4,3.800000,ALLOW
5,5.420000,ALLOW
6,6.878000,ALLOW
7,8.190200,ALLOW
8,9.371180,ALLOW
9,10.434062,ALLOW
10,11.390656,ALLOW
11,12.251590,ALLOW
12,13.026431,ALLOW
13,13.723788,ALLOW
14,14.351409,ALLOW
15,14.916268,ALLOW
16,15.424642,ALLOW
17,15.882177,ALLOW
18,16.293960,ALLOW
19,16.664564,ALLOW
20,16.998107,ALLOW
21,17.298297,ALERT
22,17.568467,ALLOW
23,17.811620,ALLOW
24,18.030458,ALLOW
25,18.227412,ALLOW
26,18.404671,ALLOW
27,18.564204,ALLOW
28,18.707784,ALLOW
29,18.837005,ALLOW
30,16.953305,ALLOW
31,17.257974,ALLOW
32,17.532177,ALLOW
33,15.778959,ALLOW
34,14.201063,ALLOW
35,14.780957,ALLOW
36,15.302861,ALLOW
37,15.772575,ALLOW
38,16.195318,ALLOW
39,14.575786,ALLOW
40,15.118207,ALLOW
41,15.606387,ALLOW
42,16.045748,ALLOW
43,16.441173,ALLOW
44,14.797056,ALLOW
45,15.317350,ALLOW
46,13.785615,ALLOW
47,14.407054,ALLOW
48,14.966348,ALLOW
49,15.469713,ALLOW
50,15.922742,ALLOW
51,16.330468,ALLOW
52,16.697421,ALLOW
53,17.027679,ALLOW
54,15.324911,ALLOW
55,15.792420,ALLOW
56,16.213178,ALLOW
57,16.591860,ALLOW
58,16.932674,ALLOW
59,15.239407,ALLOW
60,15.715466,ALLOW
61,16.143919,ALLOW
62,16.529528,ALLOW
63,16.876575,ALLOW
64,17.188917,ALLOW
65,17.470026,ALLOW
66,17.723023,ALLOW
67,17.950721,ALLOW
68,18.155649,ALLOW
69,18.340084,ALLOW
70,18.506075,ALLOW
71,18.655468,ALLOW
72,18.789921,ALLOW
73,18.910929,ALLOW
74,19.019836,ALLOW
75,19.117852,ALLOW
76,19.206067,ALLOW
77,19.285460,ALLOW
78,19.356914,ALLOW
79,19.421223,ALLOW
80,19.479101,ALLOW
81,19.531191,ALLOW
82,19.578072,ALLOW
83,19.620264,ALLOW
84,19.658238,ALLOW
85,19.692414,ALLOW
86,17.723173,ALLOW
87,17.950855,ALLOW
88,18.155770,ALLOW
89,18.340193,ALLOW
90,18.506174,ALLOW
91,18.655556,ALLOW
92,18.790001,ALLOW
93,16.911001,ALLOW
94,17.219901,ALLOW
95,17.497910,ALLOW
96,17.748119,ALLOW
97,17.973307,ALLOW
98,18.175977,ALLOW
99,16.358379,ALLOW
100,16.722541,ALLOW
101,15.050287,ALLOW
102,15.545258,ALLOW
103,15.990733,ALLOW
104,16.391659,ALLOW
105,16.752493,ALLOW
106,17.077244,ALLOW
107,17.369520,ALLOW
108,17.632568,ALLOW
109,17.869311,ALLOW
110,18.082380,ALLOW
111,18.274142,ALLOW
112,18.446728,ALLOW
113,18.602055,ALLOW
114,18.741849,ALLOW
115,18.867664,ALLOW
116,18.980898,ALLOW
117,19.082808,ALLOW
118,19.174527,ALLOW
119,19.257075,ALLOW
120,19.331367,ALLOW
121,19.398230,ALLOW
122,19.458407,ALLOW
123,19.512567,ALLOW
124,19.561310,ALLOW
125,19.605179,ALLOW
126,19.644661,ALLOW
127,19.680195,ALLOW
128,17.712175,ALLOW
129,17.940958,ALLOW
130,18.146862,ALLOW
131,18.332176,ALLOW
132,18.498958,ALLOW
133,18.649063,ALLOW
134,16.784156,ALLOW
135,17.105741,ALLOW
136,17.395167,ALLOW
137,17.655650,ALLOW
138,17.890085,ALLOW
139,18.101076,ALLOW
140,18.290969,ALLOW
141,18.461872,ALLOW
142,18.615685,ALLOW
143,18.754116,ALLOW
144,18.878705,ALLOW
145,18.990834,ALLOW
146,19.091751,ALLOW
147,19.182576,ALLOW
148,19.264318,ALLOW
149,19.337886,ALLOW
150,19.404098,ALLOW
151,19.463688,ALLOW
152,19.517319,ALLOW
153,19.565587,ALLOW
154,19.609028,ALLOW
155,19.648126,ALLOW
156,19.683313,ALLOW
157,19.714982,ALLOW
158,19.743484,ALLOW
159,19.769135,ALLOW
160,19.792222,ALLOW
161,19.813000,ALLOW
162,19.831700,ALLOW
163,19.848530,ALLOW
164,19.863677,ALLOW
165,19.877309,ALLOW
166,19.889578,ALLOW
167,19.900620,ALLOW
168,19.910558,ALLOW
169,19.919502,ALLOW
170,19.927552,ALLOW
171,19.934797,ALLOW
172,19.941317,ALLOW
173,19.947186,ALLOW
174,19.952467,ALLOW
175,19.957220,ALLOW
176,19.961498,ALLOW
177,19.965348,ALLOW
178,17.968814,ALLOW
179,18.171932,ALLOW
180,18.354739,ALLOW
181,18.519265,ALLOW
182,18.667339,ALLOW
183,18.800605,ALLOW
184,18.920544,ALLOW
185,19.028490,ALLOW
186,19.125641,ALLOW
187,19.213077,ALLOW
188,19.291769,ALLOW
189,19.362592,ALLOW
190,19.426333,ALLOW
191,19.483700,ALLOW
192,19.535330,ALLOW
193,19.581797,ALLOW
194,19.623617,ALLOW
195,19.661255,ALLOW
196,19.695130,ALLOW
