seq,decision
0,ALLOW
1,BLOCK
2,BLOCK
3,BLOCK
4,BLOCK
5,ALLOW
6,BLOCK
7,BLOCK
8,BLOCK
9,ALLOW
10,BLOCK
11,ALLOW
12,ALLOW
13,ALLOW
14,BLOCK
15,BLOCK
16,BLOCK
17,BLOCK
18,BLOCK
19,ALLOW
20,BLOCK
21,ALLOW
22,ALLOW
23,BLOCK
24,BLOCK
25,BLOCK
26,BLOCK
27,BLOCK
28,ALLOW
29,BLOCK
30,BLOCK
31,BLOCK
32,BLOCK
33,ALLOW
34,BLOCK
35,BLOCK
36,BLOCK
37,BLOCK
38,ALLOW
39,ALLOW
40,BLOCK
41,BLOCK
42,BLOCK
43,BLOCK
44,BLOCK
45,ALLOW
46,BLOCK
47,ALLOW
48,ALLOW
49,ALLOW
50,ALLOW
51,BLOCK
52,BLOCK
53,BLOCK
54,ALLOW
55,ALLOW
56,BLOCK
57,BLOCK
58,BLOCK
59,BLOCK
60,BLOCK
61,BLOCK
62,BLOCK
63,BLOCK
64,BLOCK
65,BLOCK
66,BLOCK
67,BLOCK
68,BLOCK
69,BLOCK
70,ALLOW
71,ALLOW
72,ALLOW
73,BLOCK
74,ALLOW
75,BLOCK
76,ALLOW
77,BLOCK
78,ALLOW
79,BLOCK
80,BLOCK
81,ALLOW
82,BLOCK
83,BLOCK
84,ALLOW
85,ALLOW
86,BLOCK
87,ALLOW
88,BLOCK
89,BLOCK
90,BLOCK
91,ALLOW
92,BLOCK
93,BLOCK
94,BLOCK
95,BLOCK
96,BLOCK
97,BLOCK
98,BLOCK
99,BLOCK
100,ALLOW
101,BLOCK
102,BLOCK
103,BLOCK
104,BLOCK
105,BLOCK
106,ALLOW
107,BLOCK
108,BLOCK
109,BLOCK
110,BLOCK
111,BLOCK
112,ALLOW
113,BLOCK
114,BLOCK
115,ALLOW
116,ALLOW
117,ALLOW
118,BLOCK
119,BLOCK
120,BLOCK
121,BLOCK
122,BLOCK
123,BLOCK
124,BLOCK
125,BLOCK
126,ALLOW
127,BLOCK
128,BLOCK
129,ALLOW
130,BLOCK
131,BLOCK
132,BLOCK
133,BLOCK
134,BLOCK
135,BLOCK
136,BLOCK
137,BLOCK
138,ALLOW
139,ALLOW
140,BLOCK
141,ALLOW
142,ALLOW
143,ALLOW
144,BLOCK
145,ALLOW
146,BLOCK
147,ALLOW
148,BLOCK
149,BLOCK
150,BLOCK
151,BLOCK
152,ALLOW
153,BLOCK
154,ALLOW
155,BLOCK
156,BLOCK
157,BLOCK
158,BLOCK
159,BLOCK
160,BLOCK
161,ALLOW
162,BLOCK
163,ALLOW
164,BLOCK
165,BLOCK
166,BLOCK
167,BLOCK
168,BLOCK
169,BLOCK
170,ALLOW
171,ALLOW
172,BLOCK
173,BLOCK
174,BLOCK
175,BLOCK
176,ALLOW
177,ALLOW
178,ALLOW
179,BLOCK
180,BLOCK
181,BLOCK
182,BLOCK
183,BLOCK
184,BLOCK
185,BLOCK
186,BLOCK
187,BLOCK
188,ALLOW
189,ALLOW
190,ALLOW
191,BLOCK
192,ALLOW
193,BLOCK
194,BLOCK
195,BLOCK
196,BLOCK
197,ALLOW
198,BLOCK
199,BLOCK
200,BLOCK
201,BLOCK
202,BLOCK
203,ALLOW
204,ALLOW
205,BLOCK
206,ALLOW
207,BLOCK
208,ALLOW
209,BLOCK
210,BLOCK
211,BLOCK
212,BLOCK
213,BLOCK
214,BLOCK
215,ALLOW
216,BLOCK
217,ALLOW
218,BLOCK
219,BLOCK
220,BLOCK
221,BLOCK
222,BLOCK
223,BLOCK
224,BLOCK
225,BLOCK
226,ALLOW
227,BLOCK
228,ALLOW
229,ALLOW
230,BLOCK
231,BLOCK
232,BLOCK
233,BLOCK
234,BLOCK
235,BLOCK
236,BLOCK
237,ALLOW
238,ALLOW
239,ALLOW
240,BLOCK
241,ALLOW
242,BLOCK
243,BLOCK
244,BLOCK
245,BLOCK
246,BLOCK
247,BLOCK
248,BLOCK
249,BLOCK
250,ALLOW
251,BLOCK
252,ALLOW
253,BLOCK
254,ALLOW
255,BLOCK
256,ALLOW
257,BLOCK
258,BLOCK
259,BLOCK
260,BLOCK
261,BLOCK
262,BLOCK
263,BLOCK
264,BLOCK
265,ALLOW
266,BLOCK
267,BLOCK
268,BLOCK
269,ALLOW
270,ALLOW
271,ALLOW
272,ALLOW
273,BLOCK
274,BLOCK
275,BLOCK
276,BLOCK
277,BLOCK
278,ALLOW
279,BLOCK
280,ALLOW
281,ALLOW
282,BLOCK
283,BLOCK
284,ALLOW
285,ALLOW
286,BLOCK
287,BLOCK
288,BLOCK
289,ALLOW
290,ALLOW
291,BLOCK
292,BLOCK
293,BLOCK
294,BLOCK
295,ALLOW
296,ALLOW
297,BLOCK
298,BLOCK
299,BLOCK
300,ALLOW
301,ALLOW
302,ALLOW
303,BLOCK
304,ALLOW
305,BLOCK
306,BLOCK
307,ALLOW
308,BLOCK
309,ALLOW
310,BLOCK
311,BLOCK
312,ALLOW
313,BLOCK
314,BLOCK
315,BLOCK
316,BLOCK
317,BLOCK
318,ALLOW
319,ALLOW
320,BLOCK
321,BLOCK
322,BLOCK
323,ALLOW
324,BLOCK
325,BLOCK
326,ALLOW
327,ALLOW
328,BLOCK
329,ALLOW
330,ALLOW
331,BLOCK
332,BLOCK
333,ALLOW
334,BLOCK
335,BLOCK
336,BLOCK
337,BLOCK
338,BLOCK
339,ALLOW
340,BLOCK
341,BLOCK
342,ALLOW
343,BLOCK
344,BLOCK
345,BLOCK
346,BLOCK
347,ALLOW
348,BLOCK
349,ALLOW
350,ALLOW
351,BLOCK
352,ALLOW
353,ALLOW
354,ALLOW
355,BLOCK
356,ALLOW
357,BLOCK
358,BLOCK
359,ALLOW
360,BLOCK
361,BLOCK
362,BLOCK
363,BLOCK
364,ALLOW
365,BLOCK
366,ALLOW
367,BLOCK
368,BLOCK
369,BLOCK
370,ALLOW
371,BLOCK
372,BLOCK
373,BLOCK
374,BLOCK
375,ALLOW
376,BLOCK
377,BLOCK
378,BLOCK
379,ALLOW
380,ALLOW
381,ALLOW
382,BLOCK
383,BLOCK
384,BLOCK
385,ALLOW
386,BLOCK
387,ALLOW
388,BLOCK
389,ALLOW
390,ALLOW
391,ALLOW
392,BLOCK
393,BLOCK
394,BLOCK
395,ALLOW
396,ALLOW
397,ALLOW
398,BLOCK
399,BLOCK
400,BLOCK
401,BLOCK
402,BLOCK
403,BLOCK
404,BLOCK
405,ALLOW
406,BLOCK
407,ALLOW
408,BLOCK
409,BLOCK
410,BLOCK
411,BLOCK
412,BLOCK
413,BLOCK
414,BLOCK
