seq,decision
0,BLOCK
1,ALLOW
2,ALLOW
3,BLOCK
4,ALLOW
5,ALLOW
6,BLOCK
7,BLOCK
8,ALLOW
9,ALLOW
10,ALLOW
11,BLOCK
12,ALLOW
13,ALLOW
14,ALLOW
15,ALLOW
16,BLOCK
17,ALLOW
18,BLOCK
19,BLOCK
20,ALLOW
21,BLOCK
22,ALLOW
23,ALLOW
24,ALLOW
25,BLOCK
26,BLOCK
27,ALLOW
28,ALLOW
29,ALLOW
30,BLOCK
31,BLOCK
32,ALLOW
33,BLOCK
34,ALLOW
35,ALLOW
36,ALLOW
37,ALLOW
38,BLOCK
39,ALLOW
40,ALLOW
41,ALLOW
42,BLOCK
43,BLOCK
44,BLOCK
45,BLOCK
46,ALLOW
47,ALLOW
48,BLOCK
49,ALLOW
50,ALLOW
51,BLOCK
52,BLOCK
53,ALLOW
54,BLOCK
55,ALLOW
56,BLOCK
57,BLOCK
58,BLOCK
59,BLOCK
60,ALLOW
61,ALLOW
62,ALLOW
63,BLOCK
64,BLOCK
65,ALLOW
66,BLOCK
67,ALLOW
68,BLOCK
69,BLOCK
70,ALLOW
71,ALLOW
72,BLOCK
73,ALLOW
74,ALLOW
75,ALLOW
76,ALLOW
77,ALLOW
78,ALLOW
79,BLOCK
80,BLOCK
81,ALLOW
82,BLOCK
83,ALLOW
84,BLOCK
85,BLOCK
86,BLOCK
87,ALLOW
88,ALLOW
89,BLOCK
90,BLOCK
91,ALLOW
92,ALLOW
93,ALLOW
94,BLOCK
95,BLOCK
96,BLOCK
97,BLOCK
98,BLOCK
99,ALLOW
100,BLOCK
101,ALLOW
102,ALLOW
103,ALLOW
104,ALLOW
105,BLOCK
106,BLOCK
107,BLOCK
108,BLOCK
109,ALLOW
110,ALLOW
111,BLOCK
112,BLOCK
113,BLOCK
114,BLOCK
115,BLOCK
116,ALLOW
117,ALLOW
118,BLOCK
119,ALLOW
120,BLOCK
121,BLOCK
122,BLOCK
123,ALLOW
124,ALLOW
125,BLOCK
126,ALLOW
127,ALLOW
128,BLOCK
129,ALLOW
130,BLOCK
131,BLOCK
132,ALLOW
133,ALLOW
134,BLOCK
135,BLOCK
136,ALLOW
137,ALLOW
138,ALLOW
139,ALLOW
140,ALLOW
141,BLOCK
142,ALLOW
143,BLOCK
144,BLOCK
145,ALLOW
146,ALLOW
147,ALLOW
148,ALLOW
149,BLOCK
150,BLOCK
151,BLOCK
152,ALLOW
153,BLOCK
154,ALLOW
155,ALLOW
156,BLOCK
157,ALLOW
158,ALLOW
159,BLOCK
160,BLOCK
161,ALLOW
162,ALLOW
163,BLOCK
164,ALLOW
165,ALLOW
166,BLOCK
167,ALLOW
168,ALLOW
169,BLOCK
170,BLOCK
171,BLOCK
172,ALLOW
173,ALLOW
174,ALLOW
175,ALLOW
176,ALLOW
177,ALLOW
178,ALLOW
179,ALLOW
180,BLOCK
181,ALLOW
182,BLOCK
183,BLOCK
184,ALLOW
185,ALLOW
186,BLOCK
187,BLOCK
188,BLOCK
189,BLOCK
190,BLOCK
191,ALLOW
192,BLOCK
193,BLOCK
194,BLOCK
195,ALLOW
196,BLOCK
197,BLOCK
198,ALLOW
199,ALLOW
200,BLOCK
201,ALLOW
202,ALLOW
203,BLOCK
204,ALLOW
205,ALLOW
206,ALLOW
207,ALLOW
208,ALLOW
209,ALLOW
210,ALLOW
211,BLOCK
212,BLOCK
213,BLOCK
214,ALLOW
215,BLOCK
216,ALLOW
217,BLOCK
218,ALLOW
219,ALLOW
220,ALLOW
221,BLOCK
222,ALLOW
223,BLOCK
224,BLOCK
225,BLOCK
226,BLOCK
227,BLOCK
228,BLOCK
229,BLOCK
230,BLOCK
231,ALLOW
232,BLOCK
233,BLOCK
234,BLOCK
235,ALLOW
236,ALLOW
237,ALLOW
238,BLOCK
239,BLOCK
240,BLOCK
241,ALLOW
242,ALLOW
243,BLOCK
244,ALLOW
245,BLOCK
246,BLOCK
247,BLOCK
248,ALLOW
249,BLOCK
250,ALLOW
251,BLOCK
252,ALLOW
253,BLOCK
254,BLOCK
255,ALLOW
256,ALLOW
257,BLOCK
258,BLOCK
259,ALLOW
260,BLOCK
261,BLOCK
262,ALLOW
263,BLOCK
264,BLOCK
265,BLOCK
266,ALLOW
267,BLOCK
268,BLOCK
269,ALLOW
270,ALLOW
271,BLOCK
272,BLOCK
273,BLOCK
274,BLOCK
275,BLOCK
276,BLOCK
277,BLOCK
278,BLOCK
279,BLOCK
280,BLOCK
281,ALLOW
282,ALLOW
283,ALLOW
284,BLOCK
285,BLOCK
286,BLOCK
287,ALLOW
288,ALLOW
289,BLOCK
290,BLOCK
291,BLOCK
292,ALLOW
293,ALLOW
294,ALLOW
295,BLOCK
296,ALLOW
297,BLOCK
298,BLOCK
299,ALLOW
300,ALLOW
301,BLOCK
302,ALLOW
303,BLOCK
304,BLOCK
305,BLOCK
306,ALLOW
307,BLOCK
308,ALLOW
309,BLOCK
310,ALLOW
311,ALLOW
312,BLOCK
313,ALLOW
314,ALLOW
315,BLOCK
316,BLOCK
317,ALLOW
318,BLOCK
319,BLOCK
320,ALLOW
321,ALLOW
322,BLOCK
323,BLOCK
324,ALLOW
325,ALLOW
326,BLOCK
327,BLOCK
328,ALLOW
329,ALLOW
330,BLOCK
331,ALLOW
332,BLOCK
333,ALLOW
334,ALLOW
335,ALLOW
336,BLOCK
337,BLOCK
338,ALLOW
339,BLOCK
340,ALLOW
341,ALLOW
342,BLOCK
343,ALLOW
344,ALLOW
345,ALLOW
346,BLOCK
347,ALLOW
348,ALLOW
349,ALLOW
350,ALLOW
351,BLOCK
352,ALLOW
353,ALLOW
354,BLOCK
355,BLOCK
356,BLOCK
357,ALLOW
358,BLOCK
359,ALLOW
360,BLOCK
361,ALLOW
362,BLOCK
363,BLOCK
364,BLOCK
365,BLOCK
366,ALLOW
367,ALLOW
368,ALLOW
369,BLOCK
370,BLOCK
371,BLOCK
372,BLOCK
373,ALLOW
374,BLOCK
375,BLOCK
376,ALLOW
377,BLOCK
378,ALLOW
379,BLOCK
380,ALLOW
381,ALLOW
382,ALLOW
383,BLOCK
384,ALLOW
385,BLOCK
386,BLOCK
387,BLOCK
388,ALLOW
389,ALLOW
390,BLOCK
391,ALLOW
392,ALLOW
393,ALLOW
394,BLOCK
