seq,anomaly_score,decision
0,0.000000,ALLOW
1,0.000000,ALLOW
2,0.000000,ALLOW
3,2.000000,ALLOW
4,3.800000,ALLOW
5,5.420000,ALLOW
6,6.878000,ALLOW
7,8.190200,ALLOW
8,9.371180,ALLOW
9,10.434062,ALLOW
10,11.390656,ALLOW
11,12.251590,ALLOW
12,13.026431,ALLOW
13,13.723788,ALLOW
14,14.351409,ALLOW
15,14.916268,ALLOW
16,15.424642,ALLOW
17,13.882177,ALLOW
18,14.493960,ALLOW
19,15.044564,ALLOW
20,15.540107,ALLOW
21,15.986097,ALERT
22,16.387487,ALLOW
23,16.748738,ALLOW
24,17.073864,ALLOW
25,17.366478,ALLOW
26,17.629830,ALLOW
27,17.866847,ALLOW
28,18.080162,ALLOW
29,18.222146,ALLOW
30,18.199932,ALLOW
31,18.179938,ALLOW
32,16.361945,ALLOW
33,16.525750,ALLOW
34,16.673175,ALLOW
35,16.805858,ALLOW
36,16.925272,ALLOW
37,15.232745,ALLOW
38,15.509470,ALLOW
39,15.758523,ALLOW
40,15.982671,ALLOW
41,14.384404,ALLOW
42,14.795963,ALLOW
43,15.316367,ALLOW
44,15.784730,ALLOW
45,16.206257,ALLOW
46,16.585632,ALLOW
47,16.927068,ALLOW
48,17.234362,ALLOW
49,17.510925,ALLOW
50,17.759833,ALLOW
51,15.983850,ALLOW
52,16.385465,ALLOW
53,16.746918,ALLOW
54,17.072226,ALLOW
55,17.365004,ALLOW
56,17.628503,ALLOW
57,17.865653,ALLOW
58,16.079088,ALLOW
59,16.471179,ALLOW
60,14.824061,ALLOW
61,15.341655,ALLOW
62,15.807489,ALLOW
63,16.226741,ALLOW
64,16.604066,ALLOW
65,16.943660,ALLOW
66,17.249294,ALLOW
67,17.524364,ALLOW
68,17.771928,ALLOW
69,17.994735,ALLOW
70,16.195262,ALLOW
71,16.575736,ALLOW
72,16.918162,ALLOW
73,17.226346,ALLOW
74,17.503711,ALLOW
75,17.753340,ALLOW
76,17.978006,ALLOW
77,18.180205,ALLOW
78,18.362185,ALLOW
79,18.525966,ALLOW
80,18.673370,ALLOW
81,18.806033,ALLOW
82,18.925430,ALLOW
83,19.032887,ALLOW
84,19.129598,ALLOW
85,19.216638,ALLOW
86,19.294974,ALLOW
87,19.365477,ALLOW
88,19.428929,ALLOW
89,19.486036,ALLOW
90,19.537433,ALLOW
91,17.583689,ALLOW
92,17.825320,ALLOW
93,18.042788,ALLOW
94,18.238510,ALLOW
95,18.414659,ALLOW
96,18.573193,ALLOW
97,18.715873,ALLOW
98,18.844286,ALLOW
99,18.959858,ALLOW
100,19.063872,ALLOW
101,19.157485,ALLOW
102,19.241736,ALLOW
103,19.317563,ALLOW
104,19.385806,ALLOW
105,19.447226,ALLOW
106,19.502503,ALLOW
107,19.552253,ALLOW
108,19.597027,ALLOW
109,19.637325,ALLOW
110,19.673592,ALLOW
111,19.706233,ALLOW
112,19.735610,ALLOW
113,19.762049,ALLOW
114,17.785844,ALLOW
115,18.007259,ALLOW
116,16.206534,ALLOW
117,16.585880,ALLOW
118,16.927292,ALLOW
119,17.234563,ALLOW
120,17.511107,ALLOW
121,17.759996,ALLOW
122,15.983996,ALLOW
123,16.385597,ALLOW
124,16.747037,ALLOW
125,17.072333,ALLOW
126,15.365100,ALLOW
127,15.828590,ALLOW
128,16.245731,ALLOW
129,16.621158,ALLOW
130,16.959042,ALLOW
131,17.263138,ALLOW
132,17.536824,ALLOW
133,17.783142,ALLOW
134,18.004828,ALLOW
135,18.204345,ALLOW
136,18.383910,ALLOW
137,18.545519,ALLOW
138,18.690967,ALLOW
139,18.821871,ALLOW
140,18.939684,ALLOW
141,19.045715,ALLOW
142,19.141144,ALLOW
143,19.227029,ALLOW
144,19.304326,ALLOW
145,19.373894,ALLOW
146,19.436504,ALLOW
147,19.492854,ALLOW
148,19.543569,ALLOW
149,19.589212,ALLOW
150,19.630291,ALLOW
151,19.667261,ALLOW
152,19.700535,ALLOW
153,21.724390,ALLOW
154,21.551951,ALLOW
155,21.396756,ALLOW
156,21.257080,ALLOW
157,21.131372,ALLOW
158,19.018235,ALLOW
159,19.116411,ALLOW
160,19.204770,ALLOW
161,19.284293,ALLOW
162,19.355864,ALLOW
163,19.420278,ALLOW
164,19.478250,ALLOW
165,19.530425,ALLOW
166,19.577382,ALLOW
167,19.619644,ALLOW
168,19.657680,ALLOW
169,19.691912,ALLOW
170,19.722721,ALLOW
171,17.750448,ALLOW
172,17.975404,ALLOW
173,16.177863,ALLOW
174,16.560077,ALLOW
175,16.904069,ALLOW
176,17.213662,ALLOW
177,17.492296,ALLOW
178,17.743066,ALLOW
179,15.968760,ALLOW
180,16.371884,ALLOW
181,16.734695,ALLOW
182,17.061226,ALLOW
183,17.355103,ALLOW
184,17.619593,ALLOW
185,17.857634,ALLOW
186,18.071870,ALLOW
187,18.264683,ALLOW
188,18.438215,ALLOW
189,18.594393,ALLOW
190,18.734954,ALLOW
191,18.861459,ALLOW
192,18.975313,ALLOW
193,19.077782,ALLOW
194,19.170003,ALLOW
195,19.253003,ALLOW
196,19.327703,ALLOW
