seq,anomaly_score,decision
0,0.000000,ALLOW
1,0.000000,ALLOW
2,0.000000,ALLOW
3,0.000000,ALLOW
4,0.000000,ALLOW
5,2.000000,ALLOW
6,3.800000,ALLOW
7,3.420000,ALLOW
8,5.078000,ALLOW
9,4.570200,ALLOW
10,6.113180,ALLOW
11,7.501862,ALLOW
12,8.751676,ALLOW
13,9.876508,ALLOW
14,8.888857,ALLOW
15,9.999972,ALLOW
16,10.999974,ALLOW
17,9.899977,ALLOW
18,8.909979,ALLOW
19,10.018981,ALLOW
20,11.017083,ALLOW
21,11.915375,ALERT
22,12.723837,ALLOW
23,11.451454,ALLOW
24,12.306308,ALLOW
25,13.075677,ALLOW
26,11.768110,ALLOW
27,12.591299,ALLOW
28,13.332169,ALLOW
29,13.948952,ALLOW
30,14.354057,ALLOW
31,14.718651,ALLOW
32,13.246786,ALLOW
33,13.722107,ALLOW
34,14.149897,ALLOW
35,14.534907,ALLOW
36,14.881416,ALLOW
37,13.393275,ALLOW
38,13.853947,ALLOW
39,14.268552,ALLOW
40,12.841697,ALLOW
41,11.557528,ALLOW
42,12.201775,ALLOW
43,12.831597,ALLOW
44,13.548438,ALLOW
45,12.193594,ALLOW
46,12.974234,ALLOW
47,13.676811,ALLOW
48,14.309130,ALLOW
49,12.878217,ALLOW
50,13.590395,ALLOW
51,14.231356,ALLOW
52,12.808220,ALLOW
53,13.527398,ALLOW
54,14.174658,ALLOW
55,12.757192,ALLOW
56,13.481473,ALLOW
57,14.133326,ALLOW
58,14.719993,ALLOW
59,13.247994,ALLOW
60,13.923195,ALLOW
61,12.530875,ALLOW
62,11.277788,ALLOW
63,12.150009,ALLOW
64,12.935008,ALLOW
65,13.641507,ALLOW
66,14.277356,ALLOW
67,14.849621,ALLOW
68,15.364659,ALLOW
69,15.828193,ALLOW
70,14.245374,ALLOW
71,14.820836,ALLOW
72,13.338753,ALLOW
73,14.004877,ALLOW
74,14.604390,ALLOW
75,15.143951,ALLOW
76,13.629556,ALLOW
77,12.266600,ALLOW
78,13.039940,ALLOW
79,13.735946,ALLOW
80,14.362351,ALLOW
81,14.926116,ALLOW
82,15.433505,ALLOW
83,15.890154,ALLOW
84,16.301139,ALLOW
85,16.671025,ALLOW
86,17.003922,ALLOW
87,17.303530,ALLOW
88,17.573177,ALLOW
89,17.815859,ALLOW
90,18.034273,ALLOW
91,18.230846,ALLOW
92,18.407762,ALLOW
93,18.566985,ALLOW
94,18.710287,ALLOW
95,18.839258,ALLOW
96,18.955332,ALLOW
97,19.059799,ALLOW
98,19.978338,ALLOW
99,19.980504,ALLOW
100,19.982454,ALLOW
101,19.984208,ALLOW
102,19.985787,ALLOW
103,19.987209,ALLOW
104,19.988488,ALLOW
105,19.989639,ALLOW
106,19.990675,ALLOW
107,17.991608,ALLOW
108,18.192447,ALLOW
109,18.373202,ALLOW
110,18.535882,ALLOW
111,18.682294,ALLOW
112,18.814064,ALLOW
113,18.932658,ALLOW
114,17.039392,ALLOW
115,17.335453,ALLOW
116,15.601908,ALLOW
117,14.041717,ALLOW
118,12.637545,ALLOW
119,13.373791,ALLOW
120,14.036412,ALLOW
121,14.632770,ALLOW
122,13.169493,ALLOW
123,13.852544,ALLOW
124,12.467290,ALLOW
125,13.220561,ALLOW
126,13.898505,ALLOW
127,14.508654,ALLOW
128,15.057789,ALLOW
129,15.552010,ALLOW
130,15.996809,ALLOW
131,16.397128,ALLOW
132,14.757415,ALLOW
133,15.281674,ALLOW
134,15.753506,ALLOW
135,16.178156,ALLOW
136,16.560340,ALLOW
137,16.904306,ALLOW
138,17.213875,ALLOW
139,15.492488,ALLOW
140,15.943239,ALLOW
141,16.348915,ALLOW
142,16.714024,ALLOW
143,17.042621,ALLOW
144,17.338359,ALLOW
145,17.604523,ALLOW
146,17.844071,ALLOW
147,18.059664,ALLOW
148,18.253697,ALLOW
149,18.428328,ALLOW
150,18.585495,ALLOW
151,18.726945,ALLOW
152,18.854251,ALLOW
153,16.968826,ALLOW
154,17.271943,ALLOW
155,17.544749,ALLOW
156,17.790274,ALLOW
157,18.011247,ALLOW
158,18.210122,ALLOW
159,18.389110,ALLOW
160,16.550199,ALLOW
161,16.895179,ALLOW
162,17.205661,ALLOW
163,17.485095,ALLOW
164,17.736585,ALLOW
165,17.962927,ALLOW
166,18.166634,ALLOW
167,18.349971,ALLOW
168,16.514974,ALLOW
169,16.863476,ALLOW
170,17.177129,ALLOW
171,17.459416,ALLOW
172,15.713474,ALLOW
173,14.142127,ALLOW
174,14.727914,ALLOW
175,13.255123,ALLOW
176,13.929610,ALLOW
177,14.536649,ALLOW
178,15.082984,ALLOW
179,15.574686,ALLOW
180,16.017217,ALLOW
181,16.415496,ALLOW
182,16.773946,ALLOW
183,17.096551,ALLOW
184,17.386896,ALLOW
185,15.648207,ALLOW
186,16.083386,ALLOW
187,16.475047,ALLOW
188,16.827543,ALLOW
189,15.144788,ALLOW
190,15.630310,ALLOW
191,14.067279,ALLOW
192,14.660551,ALLOW
193,15.194496,ALLOW
194,15.675046,ALLOW
195,16.107542,ALLOW
196,16.496787,ALLOW
