seq,decision
0,ALLOW
1,BLOCK
2,ALLOW
3,ALLOW
4,BLOCK
5,ALLOW
6,ALLOW
7,ALLOW
8,BLOCK
9,BLOCK
10,ALLOW
11,BLOCK
12,ALLOW
13,BLOCK
14,ALLOW
15,ALLOW
16,BLOCK
17,ALLOW
18,BLOCK
19,ALLOW
20,ALLOW
21,ALLOW
22,BLOCK
23,ALLOW
24,ALLOW
25,ALLOW
26,BLOCK
27,ALLOW
28,ALLOW
29,ALLOW
30,ALLOW
31,ALLOW
32,BLOCK
33,BLOCK
34,ALLOW
35,ALLOW
36,ALLOW
37,ALLOW
38,ALLOW
39,ALLOW
40,BLOCK
41,BLOCK
42,ALLOW
43,ALLOW
44,ALLOW
45,ALLOW
46,ALLOW
47,ALLOW
48,BLOCK
49,ALLOW
50,ALLOW
51,BLOCK
52,ALLOW
53,ALLOW
54,ALLOW
55,BLOCK
56,ALLOW
57,BLOCK
58,ALLOW
59,ALLOW
60,BLOCK
61,BLOCK
62,BLOCK
63,ALLOW
64,ALLOW
65,ALLOW
66,ALLOW
67,ALLOW
68,ALLOW
69,ALLOW
70,ALLOW
71,BLOCK
72,ALLOW
73,ALLOW
74,ALLOW
75,BLOCK
76,ALLOW
77,ALLOW
78,ALLOW
79,ALLOW
80,ALLOW
81,ALLOW
82,BLOCK
83,ALLOW
84,ALLOW
85,BLOCK
86,ALLOW
87,BLOCK
88,ALLOW
89,ALLOW
90,ALLOW
91,BLOCK
92,ALLOW
93,ALLOW
94,BLOCK
95,BLOCK
96,BLOCK
97,ALLOW
98,ALLOW
99,ALLOW
100,BLOCK
101,ALLOW
102,ALLOW
103,ALLOW
104,BLOCK
105,ALLOW
106,ALLOW
107,ALLOW
108,ALLOW
109,BLOCK
110,BLOCK
111,BLOCK
112,ALLOW
113,ALLOW
114,ALLOW
115,BLOCK
116,ALLOW
117,ALLOW
118,ALLOW
119,BLOCK
120,ALLOW
121,ALLOW
122,ALLOW
123,ALLOW
124,ALLOW
125,ALLOW
126,BLOCK
127,ALLOW
128,ALLOW
129,ALLOW
130,BLOCK
131,ALLOW
132,BLOCK
133,ALLOW
134,ALLOW
135,BLOCK
136,ALLOW
137,BLOCK
138,ALLOW
139,ALLOW
140,BLOCK
141,ALLOW
142,ALLOW
143,ALLOW
144,ALLOW
145,ALLOW
146,BLOCK
147,ALLOW
148,BLOCK
149,ALLOW
150,ALLOW
151,ALLOW
152,BLOCK
153,ALLOW
154,ALLOW
155,ALLOW
156,ALLOW
157,ALLOW
158,ALLOW
159,ALLOW
160,BLOCK
161,ALLOW
162,ALLOW
163,ALLOW
164,ALLOW
165,BLOCK
166,BLOCK
167,ALLOW
168,ALLOW
169,BLOCK
170,ALLOW
171,ALLOW
172,BLOCK
173,ALLOW
174,ALLOW
175,ALLOW
176,ALLOW
177,BLOCK
178,ALLOW
179,ALLOW
180,ALLOW
181,BLOCK
182,ALLOW
183,ALLOW
184,BLOCK
185,ALLOW
186,BLOCK
187,BLOCK
188,ALLOW
189,BLOCK
190,BLOCK
191,BLOCK
192,ALLOW
193,ALLOW
194,ALLOW
195,BLOCK
196,BLOCK
197,ALLOW
198,BLOCK
199,ALLOW
200,ALLOW
201,ALLOW
202,ALLOW
203,ALLOW
204,ALLOW
205,BLOCK
206,ALLOW
207,BLOCK
208,ALLOW
209,ALLOW
210,ALLOW
211,ALLOW
212,BLOCK
213,ALLOW
214,ALLOW
215,ALLOW
216,ALLOW
217,ALLOW
218,BLOCK
219,BLOCK
220,ALLOW
221,ALLOW
222,BLOCK
223,ALLOW
224,ALLOW
225,ALLOW
226,BLOCK
227,ALLOW
228,BLOCK
229,ALLOW
230,ALLOW
231,ALLOW
232,ALLOW
233,BLOCK
234,ALLOW
235,ALLOW
236,ALLOW
237,ALLOW
238,ALLOW
239,ALLOW
240,ALLOW
241,ALLOW
242,BLOCK
243,BLOCK
244,ALLOW
245,ALLOW
246,ALLOW
247,BLOCK
248,ALLOW
249,ALLOW
250,ALLOW
251,ALLOW
252,ALLOW
253,BLOCK
254,ALLOW
255,ALLOW
256,BLOCK
257,BLOCK
258,BLOCK
259,ALLOW
260,ALLOW
261,BLOCK
262,BLOCK
263,BLOCK
264,BLOCK
265,ALLOW
266,BLOCK
267,ALLOW
268,BLOCK
269,ALLOW
270,ALLOW
271,ALLOW
272,ALLOW
273,ALLOW
274,BLOCK
275,ALLOW
276,ALLOW
277,BLOCK
278,BLOCK
279,ALLOW
280,BLOCK
281,BLOCK
282,ALLOW
283,ALLOW
284,BLOCK
285,BLOCK
286,ALLOW
287,ALLOW
288,BLOCK
289,BLOCK
290,ALLOW
291,ALLOW
292,BLOCK
293,BLOCK
294,ALLOW
295,ALLOW
296,ALLOW
297,BLOCK
298,ALLOW
299,ALLOW
300,ALLOW
301,ALLOW
302,ALLOW
303,ALLOW
304,ALLOW
305,BLOCK
306,ALLOW
307,ALLOW
308,ALLOW
309,ALLOW
310,BLOCK
311,BLOCK
312,ALLOW
313,ALLOW
314,BLOCK
315,ALLOW
316,BLOCK
317,ALLOW
318,ALLOW
319,ALLOW
320,BLOCK
321,BLOCK
322,BLOCK
323,ALLOW
324,ALLOW
325,BLOCK
326,ALLOW
327,ALLOW
328,ALLOW
329,BLOCK
330,ALLOW
331,ALLOW
332,BLOCK
333,ALLOW
334,ALLOW
335,ALLOW
336,ALLOW
337,BLOCK
338,BLOCK
339,BLOCK
340,ALLOW
341,ALLOW
342,ALLOW
343,ALLOW
344,BLOCK
345,BLOCK
346,ALLOW
347,ALLOW
348,ALLOW
349,ALLOW
350,ALLOW
351,ALLOW
352,ALLOW
353,BLOCK
354,ALLOW
355,BLOCK
356,ALLOW
357,BLOCK
358,BLOCK
359,BLOCK
360,ALLOW
361,ALLOW
362,ALLOW
363,ALLOW
364,BLOCK
365,ALLOW
366,ALLOW
367,BLOCK
368,BLOCK
369,BLOCK
370,ALLOW
371,ALLOW
372,ALLOW
373,ALLOW
374,BLOCK
375,ALLOW
376,ALLOW
377,BLOCK
378,ALLOW
379,BLOCK
380,ALLOW
381,BLOCK
382,ALLOW
383,ALLOW
384,ALLOW
385,BLOCK
386,ALLOW
387,BLOCK
388,ALLOW
389,BLOCK
390,ALLOW
391,ALLOW
392,ALLOW
393,ALLOW
394,ALLOW
395,BLOCK
396,ALLOW
397,ALLOW
398,ALLOW
399,BLOCK
400,ALLOW
401,BLOCK
402,BLOCK
403,BLOCK
404,ALLOW
405,ALLOW
406,ALLOW
407,BLOCK
408,ALLOW
409,BLOCK
410,BLOCK
411,ALLOW
412,ALLOW
413,ALLOW
414,BLOCK
