seq,decision
0,BLOCK
1,BLOCK
2,BLOCK
3,BLOCK
4,BLOCK
5,BLOCK
6,ALLOW
7,BLOCK
8,BLOCK
9,BLOCK
10,BLOCK
11,BLOCK
12,ALLOW
13,BLOCK
14,BLOCK
15,ALLOW
16,BLOCK
17,BLOCK
18,BLOCK
19,ALLOW
20,ALLOW
21,BLOCK
22,ALLOW
23,BLOCK
24,BLOCK
25,BLOCK
26,BLOCK
27,ALLOW
28,ALLOW
29,BLOCK
30,BLOCK
31,ALLOW
32,ALLOW
33,BLOCK
34,BLOCK
35,BLOCK
36,BLOCK
37,BLOCK
38,BLOCK
39,BLOCK
40,BLOCK
41,BLOCK
42,BLOCK
43,BLOCK
44,BLOCK
45,BLOCK
46,BLOCK
47,BLOCK
48,BLOCK
49,BLOCK
50,BLOCK
51,BLOCK
52,BLOCK
53,ALLOW
54,BLOCK
55,BLOCK
56,BLOCK
57,ALLOW
58,BLOCK
59,BLOCK
60,BLOCK
61,BLOCK
62,BLOCK
63,BLOCK
64,BLOCK
65,BLOCK
66,BLOCK
67,BLOCK
68,ALLOW
69,BLOCK
70,BLOCK
71,ALLOW
72,BLOCK
73,BLOCK
74,BLOCK
75,ALLOW
76,BLOCK
77,ALLOW
78,BLOCK
79,BLOCK
80,BLOCK
81,BLOCK
82,BLOCK
83,ALLOW
84,BLOCK
85,ALLOW
86,BLOCK
87,ALLOW
88,BLOCK
89,BLOCK
90,BLOCK
91,BLOCK
92,BLOCK
93,BLOCK
94,BLOCK
95,BLOCK
96,BLOCK
97,BLOCK
98,BLOCK
99,BLOCK
100,BLOCK
101,BLOCK
102,BLOCK
103,BLOCK
104,BLOCK
105,BLOCK
106,ALLOW
107,BLOCK
108,BLOCK
109,ALLOW
110,BLOCK
111,ALLOW
112,BLOCK
113,BLOCK
114,BLOCK
115,ALLOW
116,ALLOW
117,BLOCK
118,BLOCK
119,BLOCK
120,ALLOW
121,BLOCK
122,BLOCK
123,ALLOW
124,BLOCK
125,BLOCK
126,BLOCK
127,BLOCK
128,BLOCK
129,ALLOW
130,BLOCK
131,BLOCK
132,ALLOW
133,BLOCK
134,BLOCK
135,BLOCK
136,BLOCK
137,BLOCK
138,BLOCK
139,ALLOW
140,BLOCK
141,BLOCK
142,ALLOW
143,ALLOW
144,ALLOW
145,BLOCK
146,BLOCK
147,BLOCK
148,BLOCK
149,BLOCK
150,BLOCK
151,BLOCK
152,ALLOW
153,BLOCK
154,BLOCK
155,BLOCK
156,BLOCK
157,BLOCK
158,ALLOW
159,BLOCK
160,BLOCK
161,BLOCK
162,BLOCK
163,BLOCK
164,ALLOW
165,BLOCK
166,BLOCK
167,BLOCK
168,BLOCK
169,BLOCK
170,BLOCK
171,BLOCK
172,BLOCK
173,BLOCK
174,BLOCK
175,BLOCK
176,BLOCK
177,BLOCK
178,ALLOW
179,ALLOW
180,BLOCK
181,BLOCK
182,BLOCK
183,BLOCK
184,BLOCK
185,BLOCK
186,BLOCK
187,ALLOW
188,BLOCK
189,BLOCK
190,BLOCK
191,BLOCK
192,ALLOW
193,ALLOW
194,BLOCK
195,ALLOW
196,BLOCK
197,BLOCK
198,ALLOW
199,ALLOW
200,ALLOW
201,BLOCK
202,BLOCK
203,ALLOW
204,BLOCK
205,ALLOW
206,BLOCK
207,ALLOW
208,ALLOW
209,BLOCK
210,BLOCK
211,BLOCK
212,BLOCK
213,BLOCK
214,BLOCK
215,BLOCK
216,BLOCK
217,BLOCK
218,BLOCK
219,BLOCK
220,BLOCK
221,BLOCK
222,BLOCK
223,ALLOW
224,ALLOW
225,BLOCK
226,BLOCK
227,BLOCK
228,BLOCK
229,BLOCK
230,ALLOW
231,BLOCK
232,ALLOW
233,ALLOW
234,ALLOW
235,ALLOW
236,ALLOW
237,ALLOW
238,BLOCK
239,BLOCK
240,BLOCK
241,BLOCK
242,BLOCK
243,ALLOW
244,BLOCK
245,ALLOW
246,BLOCK
247,BLOCK
248,ALLOW
249,BLOCK
250,BLOCK
251,ALLOW
252,BLOCK
253,BLOCK
254,BLOCK
255,BLOCK
256,BLOCK
257,BLOCK
258,ALLOW
259,BLOCK
260,BLOCK
261,BLOCK
262,ALLOW
263,BLOCK
264,BLOCK
265,BLOCK
266,ALLOW
267,ALLOW
268,BLOCK
269,BLOCK
270,ALLOW
271,ALLOW
272,BLOCK
273,BLOCK
274,BLOCK
275,BLOCK
276,BLOCK
277,ALLOW
278,BLOCK
279,BLOCK
280,BLOCK
281,BLOCK
282,BLOCK
283,BLOCK
284,BLOCK
285,BLOCK
286,BLOCK
287,BLOCK
288,ALLOW
289,BLOCK
290,BLOCK
291,BLOCK
292,BLOCK
293,BLOCK
294,BLOCK
295,BLOCK
296,BLOCK
297,ALLOW
298,BLOCK
299,ALLOW
300,BLOCK
301,BLOCK
302,ALLOW
303,BLOCK
304,ALLOW
305,ALLOW
306,BLOCK
307,BLOCK
308,BLOCK
309,BLOCK
310,BLOCK
311,BLOCK
312,BLOCK
313,BLOCK
314,BLOCK
315,ALLOW
316,BLOCK
317,BLOCK
318,ALLOW
319,BLOCK
320,BLOCK
321,ALLOW
322,BLOCK
323,BLOCK
324,BLOCK
325,BLOCK
326,BLOCK
327,BLOCK
328,BLOCK
329,BLOCK
330,ALLOW
331,ALLOW
332,BLOCK
333,BLOCK
334,BLOCK
335,BLOCK
336,BLOCK
337,ALLOW
338,BLOCK
339,ALLOW
340,ALLOW
341,BLOCK
342,BLOCK
343,BLOCK
344,ALLOW
345,BLOCK
346,BLOCK
347,BLOCK
348,BLOCK
349,ALLOW
350,BLOCK
351,BLOCK
352,BLOCK
353,ALLOW
354,BLOCK
355,BLOCK
356,BLOCK
357,ALLOW
358,BLOCK
359,ALLOW
360,BLOCK
361,BLOCK
362,BLOCK
363,BLOCK
364,BLOCK
365,BLOCK
366,BLOCK
367,BLOCK
368,ALLOW
369,BLOCK
370,BLOCK
371,BLOCK
372,BLOCK
373,ALLOW
374,BLOCK
375,ALLOW
376,BLOCK
377,BLOCK
378,BLOCK
379,BLOCK
380,BLOCK
381,BLOCK
382,BLOCK
383,BLOCK
384,BLOCK
385,ALLOW
386,BLOCK
387,ALLOW
388,BLOCK
389,BLOCK
390,BLOCK
391,BLOCK
392,BLOCK
393,BLOCK
394,BLOCK
395,ALLOW
396,BLOCK
397,ALLOW
398,BLOCK
399,ALLOW
400,BLOCK
401,BLOCK
402,ALLOW
403,BLOCK
404,BLOCK
405,BLOCK
406,ALLOW
407,BLOCK
408,BLOCK
409,ALLOW
410,BLOCK
411,BLOCK
412,BLOCK
413,BLOCK
414,BLOCK
415,BLOCK
416,BLOCK
417,BLOCK
418,BLOCK
419,BLOCK
420,BLOCK
421,BLOCK
422,BLOCK
423,ALLOW
424,BLOCK
425,ALLOW
426,BLOCK
427,ALLOW
428,BLOCK
429,BLOCK
430,BLOCK
431,ALLOW
432,BLOCK
433,ALLOW
434,ALLOW
435,BLOCK
436,ALLOW
437,BLOCK
438,ALLOW
439,BLOCK
440,BLOCK
441,ALLOW
442,ALLOW
443,BLOCK
444,BLOCK
445,BLOCK
446,BLOCK
447,BLOCK
448,BLOCK
449,ALLOW
450,BLOCK
451,BLOCK
452,BLOCK
453,BLOCK
454,ALLOW
455,BLOCK
456,ALLOW
457,BLOCK
458,BLOCK
459,BLOCK
460,ALLOW
461,ALLOW
462,BLOCK
463,BLOCK
464,BLOCK
465,BLOCK
466,BLOCK
467,BLOCK
468,BLOCK
469,ALLOW
470,BLOCK
471,ALLOW
472,BLOCK
473,ALLOW
474,BLOCK
475,BLOCK
476,ALLOW
477,BLOCK
478,BLOCK
479,BLOCK
480,ALLOW
481,ALLOW
482,BLOCK
483,BLOCK
484,BLOCK
485,BLOCK
486,BLOCK
487,BLOCK
488,BLOCK
489,BLOCK
490,BLOCK
491,BLOCK
492,BLOCK
493,BLOCK
494,BLOCK
495,BLOCK
496,ALLOW
497,BLOCK
498,ALLOW
499,BLOCK
