seq,decision
0,BLOCK
1,ALLOW
2,BLOCK
3,BLOCK
4,BLOCK
5,ALLOW
6,BLOCK
7,BLOCK
8,ALLOW
9,BLOCK
10,BLOCK
11,ALLOW
12,ALLOW
13,BLOCK
14,ALLOW
15,ALLOW
16,ALLOW
17,BLOCK
18,BLOCK
19,BLOCK
20,ALLOW
21,ALLOW
22,BLOCK
23,ALLOW
24,BLOCK
25,BLOCK
26,BLOCK
27,BLOCK
28,ALLOW
29,ALLOW
30,ALLOW
31,ALLOW
32,BLOCK
33,BLOCK
34,ALLOW
35,ALLOW
36,ALLOW
37,BLOCK
38,BLOCK
39,ALLOW
40,BLOCK
41,BLOCK
42,ALLOW
43,ALLOW
44,BLOCK
45,ALLOW
46,BLOCK
47,BLOCK
48,BLOCK
49,BLOCK
50,ALLOW
51,BLOCK
52,BLOCK
53,BLOCK
54,BLOCK
55,BLOCK
56,ALLOW
57,ALLOW
58,ALLOW
59,BLOCK
60,BLOCK
61,BLOCK
62,BLOCK
63,BLOCK
64,ALLOW
65,ALLOW
66,ALLOW
67,BLOCK
68,ALLOW
69,BLOCK
70,BLOCK
71,ALLOW
72,BLOCK
73,ALLOW
74,BLOCK
75,BLOCK
76,ALLOW
77,BLOCK
78,ALLOW
79,BLOCK
80,ALLOW
81,BLOCK
82,ALLOW
83,BLOCK
84,BLOCK
85,BLOCK
86,ALLOW
87,ALLOW
88,ALLOW
89,BLOCK
90,BLOCK
91,BLOCK
92,ALLOW
93,BLOCK
94,BLOCK
95,BLOCK
96,BLOCK
97,BLOCK
98,BLOCK
99,BLOCK
100,BLOCK
101,BLOCK
102,ALLOW
103,ALLOW
104,ALLOW
105,ALLOW
106,BLOCK
107,BLOCK
108,BLOCK
109,BLOCK
110,BLOCK
111,ALLOW
112,ALLOW
113,BLOCK
114,BLOCK
115,ALLOW
116,BLOCK
117,ALLOW
118,BLOCK
119,ALLOW
120,BLOCK
121,ALLOW
122,ALLOW
123,ALLOW
124,ALLOW
125,ALLOW
126,ALLOW
127,ALLOW
128,BLOCK
129,BLOCK
130,ALLOW
131,BLOCK
132,BLOCK
133,ALLOW
134,BLOCK
135,BLOCK
136,ALLOW
137,BLOCK
138,BLOCK
139,ALLOW
140,BLOCK
141,BLOCK
142,BLOCK
143,ALLOW
144,ALLOW
145,BLOCK
146,ALLOW
147,ALLOW
148,BLOCK
149,BLOCK
150,ALLOW
151,BLOCK
152,ALLOW
153,BLOCK
154,BLOCK
155,ALLOW
156,BLOCK
157,ALLOW
158,BLOCK
159,ALLOW
160,BLOCK
161,BLOCK
162,ALLOW
163,ALLOW
164,ALLOW
165,ALLOW
166,ALLOW
167,ALLOW
168,ALLOW
169,BLOCK
170,BLOCK
171,BLOCK
172,BLOCK
173,ALLOW
174,BLOCK
175,ALLOW
176,ALLOW
177,BLOCK
178,BLOCK
179,ALLOW
180,BLOCK
181,BLOCK
182,ALLOW
183,BLOCK
184,BLOCK
185,ALLOW
186,ALLOW
187,BLOCK
188,ALLOW
189,ALLOW
190,ALLOW
191,ALLOW
192,ALLOW
193,ALLOW
194,ALLOW
195,BLOCK
196,ALLOW
197,ALLOW
198,BLOCK
199,BLOCK
200,BLOCK
201,BLOCK
202,BLOCK
203,ALLOW
204,ALLOW
205,ALLOW
206,ALLOW
207,BLOCK
208,BLOCK
209,ALLOW
210,ALLOW
211,ALLOW
212,BLOCK
213,BLOCK
214,ALLOW
215,BLOCK
216,BLOCK
217,BLOCK
218,ALLOW
219,ALLOW
220,ALLOW
221,BLOCK
222,BLOCK
223,BLOCK
224,ALLOW
225,ALLOW
226,ALLOW
227,ALLOW
228,BLOCK
229,ALLOW
230,BLOCK
231,BLOCK
232,BLOCK
233,ALLOW
234,BLOCK
235,BLOCK
236,ALLOW
237,BLOCK
238,ALLOW
239,ALLOW
240,BLOCK
241,ALLOW
242,BLOCK
243,ALLOW
244,BLOCK
245,ALLOW
246,ALLOW
247,ALLOW
248,ALLOW
249,ALLOW
250,ALLOW
251,BLOCK
252,BLOCK
253,ALLOW
254,BLOCK
255,BLOCK
256,ALLOW
257,BLOCK
258,BLOCK
259,ALLOW
260,BLOCK
261,BLOCK
262,BLOCK
263,BLOCK
264,ALLOW
265,BLOCK
266,BLOCK
267,BLOCK
268,BLOCK
269,ALLOW
270,BLOCK
271,ALLOW
272,ALLOW
273,ALLOW
274,ALLOW
275,BLOCK
276,BLOCK
277,BLOCK
278,ALLOW
279,BLOCK
280,BLOCK
281,ALLOW
282,BLOCK
283,ALLOW
284,BLOCK
285,BLOCK
286,ALLOW
287,BLOCK
288,ALLOW
289,BLOCK
290,ALLOW
291,ALLOW
292,BLOCK
293,BLOCK
294,BLOCK
295,ALLOW
296,ALLOW
297,BLOCK
298,ALLOW
299,BLOCK
300,BLOCK
301,BLOCK
302,BLOCK
303,BLOCK
304,ALLOW
305,BLOCK
306,ALLOW
307,ALLOW
308,BLOCK
309,BLOCK
310,BLOCK
311,BLOCK
312,ALLOW
313,ALLOW
314,BLOCK
315,ALLOW
316,BLOCK
317,ALLOW
318,BLOCK
319,ALLOW
320,ALLOW
321,BLOCK
322,BLOCK
323,ALLOW
324,BLOCK
325,BLOCK
326,BLOCK
327,BLOCK
328,BLOCK
329,ALLOW
330,ALLOW
331,ALLOW
332,BLOCK
333,BLOCK
334,ALLOW
335,BLOCK
336,ALLOW
337,ALLOW
338,BLOCK
339,BLOCK
340,BLOCK
341,BLOCK
342,ALLOW
343,ALLOW
344,BLOCK
345,BLOCK
346,ALLOW
347,BLOCK
348,BLOCK
349,BLOCK
350,BLOCK
351,ALLOW
352,BLOCK
353,ALLOW
354,BLOCK
355,ALLOW
356,ALLOW
357,BLOCK
358,ALLOW
359,ALLOW
360,ALLOW
361,BLOCK
362,BLOCK
363,BLOCK
364,BLOCK
365,ALLOW
366,ALLOW
367,BLOCK
368,ALLOW
369,BLOCK
370,BLOCK
371,BLOCK
372,BLOCK
373,ALLOW
374,BLOCK
375,BLOCK
376,ALLOW
377,ALLOW
378,BLOCK
379,ALLOW
380,ALLOW
381,BLOCK
382,ALLOW
383,BLOCK
384,ALLOW
385,BLOCK
386,BLOCK
387,BLOCK
388,ALLOW
389,ALLOW
390,BLOCK
391,ALLOW
392,BLOCK
393,BLOCK
394,ALLOW
